name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Mitch McConnell,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.973,0.027000000000000003
Mitch McConnell,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.9470000000000001,0.053
Mitch McConnell,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.972,0.027999999999999997
Mitch McConnell,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.929,0.071
Mitch McConnell,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.938,0.062
Mitch McConnell,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,1.0,0.0
Mitch McConnell,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.992,0.008
Mitch McConnell,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Present,1.0,NA
Mitch McConnell,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.997,0.003
Mitch McConnell,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.968,0.032
Mitch McConnell,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.998,0.002
Mitch McConnell,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
Mitch McConnell,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.9940000000000001,0.006
Mitch McConnell,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.917,0.083
Patrick J. Leahy,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,Yes,0.021,-0.021
Patrick J. Leahy,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.528,0.47200000000000003
Patrick J. Leahy,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,No,0.017,-0.017
Patrick J. Leahy,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.9640000000000001,0.036000000000000004
Patrick J. Leahy,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,No,0.034,-0.034
Patrick J. Leahy,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,No,0.006,-0.006
Patrick J. Leahy,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,0.502,0.498
Patrick J. Leahy,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,No,0.001,-0.001
Patrick J. Leahy,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,Yes,0.026000000000000002,-0.026000000000000002
Patrick J. Leahy,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,No,0.02,-0.02
Patrick J. Leahy,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,No,0.028999999999999998,-0.028999999999999998
Patrick J. Leahy,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,No,0.025,-0.025
Patrick J. Leahy,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,No,0.025,-0.025
Patrick J. Leahy,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.634,0.366
Patrick J. Leahy,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,No,0.024,-0.024
Patrick J. Leahy,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,No,0.022000000000000002,-0.022000000000000002
Patrick J. Leahy,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,No,0.0,0.0
Patrick J. Leahy,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,No,0.024,-0.024
Patrick J. Leahy,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,No,0.022000000000000002,-0.022000000000000002
Patrick J. Leahy,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,No,0.002,-0.002
Patrick J. Leahy,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,No,0.001,-0.001
Patrick J. Leahy,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,No,0.013999999999999999,-0.013999999999999999
Patrick J. Leahy,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,No,0.203,-0.203
Patrick J. Leahy,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,No,0.001,-0.001
Patrick J. Leahy,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,No,0.022000000000000002,-0.022000000000000002
Patrick J. Leahy,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,No,0.0,0.0
Patrick J. Leahy,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.301,0.6990000000000001
Patrick J. Leahy,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Patrick J. Leahy,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,No,0.011000000000000001,-0.011000000000000001
Patrick J. Leahy,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,No,0.024,-0.024
Patrick J. Leahy,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,No,0.011000000000000001,-0.011000000000000001
Patrick J. Leahy,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,No,0.02,-0.02
Patrick J. Leahy,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,No,0.026000000000000002,-0.026000000000000002
Patrick J. Leahy,Feb. 2,Repeal of the stream protection rule (54-45),support,No,0.0,0.0
Patrick J. Leahy,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,No,0.006999999999999999,-0.006999999999999999
Patrick J. Leahy,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.71,0.29
Patrick J. Leahy,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.861,0.139
Patrick J. Leahy,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,No,0.172,-0.172
Patrick J. Leahy,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.591,0.409
Patrick J. Leahy,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.946,0.054000000000000006
Patrick J. Leahy,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,No,0.439,-0.439
Patrick J. Leahy,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,No,0.033,-0.033
Mike Rounds,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.9540000000000001,0.046
Mike Rounds,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.993,0.006999999999999999
Mike Rounds,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.925,0.075
Mike Rounds,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.659,0.341
Mike Rounds,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.9059999999999999,0.094
Mike Rounds,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.9990000000000001,0.001
Mike Rounds,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
Mike Rounds,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.998,0.002
Mike Rounds,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.938,0.062
Mike Rounds,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.929,0.071
Mike Rounds,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.9179999999999999,0.08199999999999999
Mike Rounds,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.934,0.066
Mike Rounds,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.934,0.066
Mike Rounds,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.988,0.012
Mike Rounds,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.9359999999999999,0.064
Mike Rounds,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.93,0.07
Mike Rounds,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
Mike Rounds,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.9359999999999999,0.064
Mike Rounds,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.9309999999999999,0.069
Mike Rounds,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
Mike Rounds,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,1.0,0.0
Mike Rounds,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
Mike Rounds,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.9890000000000001,0.011000000000000001
Mike Rounds,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.998,0.002
Mike Rounds,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.935,0.065
Mike Rounds,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,1.0,0.0
Mike Rounds,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.9990000000000001,0.001
Mike Rounds,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Mike Rounds,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.973,0.027000000000000003
Mike Rounds,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.9470000000000001,0.053
Mike Rounds,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.972,0.027999999999999997
Mike Rounds,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.929,0.071
Mike Rounds,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.938,0.062
Mike Rounds,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,1.0,0.0
Mike Rounds,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.992,0.008
Mike Rounds,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
Mike Rounds,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.997,0.003
Mike Rounds,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.968,0.032
Mike Rounds,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.998,0.002
Mike Rounds,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
Mike Rounds,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.9940000000000001,0.006
Mike Rounds,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.9159999999999999,0.084
John Thune,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.9540000000000001,0.046
John Thune,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.993,0.006999999999999999
John Thune,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.925,0.075
John Thune,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.659,0.341
John Thune,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.9059999999999999,0.094
John Thune,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.9990000000000001,0.001
John Thune,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
John Thune,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.998,0.002
John Thune,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.938,0.062
John Thune,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.929,0.071
John Thune,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.9179999999999999,0.08199999999999999
John Thune,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.934,0.066
John Thune,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.934,0.066
John Thune,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.988,0.012
John Thune,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.9359999999999999,0.064
John Thune,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.93,0.07
John Thune,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
John Thune,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.9359999999999999,0.064
John Thune,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.9309999999999999,0.069
John Thune,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
John Thune,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,1.0,0.0
John Thune,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
John Thune,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.9890000000000001,0.011000000000000001
John Thune,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.998,0.002
John Thune,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.935,0.065
John Thune,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,1.0,0.0
John Thune,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.9990000000000001,0.001
John Thune,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
John Thune,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.973,0.027000000000000003
John Thune,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.9470000000000001,0.053
John Thune,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.972,0.027999999999999997
John Thune,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.929,0.071
John Thune,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.938,0.062
John Thune,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,1.0,0.0
John Thune,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.992,0.008
John Thune,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
John Thune,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.997,0.003
John Thune,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.968,0.032
John Thune,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.998,0.002
John Thune,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
John Thune,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.9940000000000001,0.006
John Thune,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.9159999999999999,0.084
Deb Fischer,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.915,0.085
Deb Fischer,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.988,0.012
Deb Fischer,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.873,0.127
Deb Fischer,May 4,The 2017 fiscal year appropriations bill (79-18),support,No,0.701,-0.701
Deb Fischer,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.8540000000000001,0.146
Deb Fischer,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.996,0.004
Deb Fischer,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
Deb Fischer,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.99,0.01
Deb Fischer,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.893,0.107
Deb Fischer,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.879,0.121
Deb Fischer,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.867,0.133
Deb Fischer,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.888,0.11199999999999999
Deb Fischer,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.888,0.11199999999999999
Deb Fischer,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.981,0.019
Deb Fischer,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.89,0.11
Deb Fischer,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.8809999999999999,0.11900000000000001
Deb Fischer,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
Deb Fischer,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.89,0.11
Deb Fischer,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.883,0.11699999999999999
Deb Fischer,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
Deb Fischer,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.9990000000000001,0.001
Deb Fischer,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
Deb Fischer,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.978,0.022000000000000002
Deb Fischer,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.99,0.01
Deb Fischer,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.888,0.11199999999999999
Deb Fischer,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.998,0.002
Deb Fischer,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.997,0.003
Deb Fischer,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Deb Fischer,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.9420000000000001,0.057999999999999996
Deb Fischer,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.905,0.095
Deb Fischer,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.941,0.059000000000000004
Deb Fischer,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.879,0.121
Deb Fischer,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.893,0.107
Deb Fischer,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.998,0.002
Deb Fischer,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.977,0.023
Deb Fischer,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
Deb Fischer,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.996,0.004
Deb Fischer,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.9470000000000001,0.053
Deb Fischer,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.995,0.005
Deb Fischer,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
Deb Fischer,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.988,0.012
Deb Fischer,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.866,0.134
Ben Sasse,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.915,0.085
Ben Sasse,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,No,0.988,-0.988
Ben Sasse,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.873,0.127
Ben Sasse,May 4,The 2017 fiscal year appropriations bill (79-18),support,Not voting,0.701,NA
Ben Sasse,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.8540000000000001,0.146
Ben Sasse,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.996,0.004
Ben Sasse,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
Ben Sasse,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.99,0.01
Ben Sasse,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.893,0.107
Ben Sasse,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.879,0.121
Ben Sasse,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.867,0.133
Ben Sasse,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.888,0.11199999999999999
Ben Sasse,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.888,0.11199999999999999
Ben Sasse,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.981,0.019
Ben Sasse,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.89,0.11
Ben Sasse,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.8809999999999999,0.11900000000000001
Ben Sasse,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
Ben Sasse,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.89,0.11
Ben Sasse,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.883,0.11699999999999999
Ben Sasse,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
Ben Sasse,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.9990000000000001,0.001
Ben Sasse,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
Ben Sasse,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.978,0.022000000000000002
Ben Sasse,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.99,0.01
Ben Sasse,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.888,0.11199999999999999
Ben Sasse,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.998,0.002
Ben Sasse,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.997,0.003
Ben Sasse,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Ben Sasse,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.9420000000000001,0.057999999999999996
Ben Sasse,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.905,0.095
Ben Sasse,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.941,0.059000000000000004
Ben Sasse,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.879,0.121
Ben Sasse,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.893,0.107
Ben Sasse,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.998,0.002
Ben Sasse,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.977,0.023
Ben Sasse,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
Ben Sasse,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.996,0.004
Ben Sasse,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.9470000000000001,0.053
Ben Sasse,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.995,0.005
Ben Sasse,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
Ben Sasse,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.988,0.012
Ben Sasse,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.866,0.134
Tom Cotton,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.9329999999999999,0.067
Tom Cotton,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.99,0.01
Tom Cotton,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.8959999999999999,0.10400000000000001
Tom Cotton,May 4,The 2017 fiscal year appropriations bill (79-18),support,No,0.685,-0.685
Tom Cotton,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.877,0.12300000000000001
Tom Cotton,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.998,0.002
Tom Cotton,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
Tom Cotton,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.9940000000000001,0.006
Tom Cotton,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.9129999999999999,0.087
Tom Cotton,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.9009999999999999,0.099
Tom Cotton,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.889,0.111
Tom Cotton,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.909,0.091
Tom Cotton,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.909,0.091
Tom Cotton,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.9840000000000001,0.016
Tom Cotton,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.91,0.09
Tom Cotton,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.903,0.09699999999999999
